Date,AAPL,ADBE,COP,CSCO,CVX,EMR,EOG,FB,GE,GOOG,IBM,INTC,MSFT,NVDA,ORCL,OXY,PSX,SLB,VLO,XOM
2018-02-20,171.850006104,202.979995728,54.8400001526,44.0600013733,110.980003357,71.0699996948,107.959999084,176.009994507,14.1730766296,1102.45996094,155.160003662,46.3199996948,92.7200012207,249.080001831,49.8899993896,67.9899978638,90.9899978638,65.6100006104,91.5800018311,75.75
2018-02-21,171.070007324,202.089996338,53.75,43.3100013733,109.059997559,71.8099975586,105.809997559,177.910003662,13.9326925278,1111.33996582,153.960006714,45.9399986267,91.4899978638,241.509994507,49.4300003052,67.2099990845,89.5800018311,64.4000015259,90.8300018311,74.8899993896
2018-02-22,172.5,202.61000061,54.9099998474,42.9399986267,109.88999939,72.0899963379,107.089996338,178.990005493,14.0576925278,1106.63000488,153.179992676,45.7999992371,91.7300033569,242.149993896,49.5900001526,67.9199981689,90.1299972534,64.9599990845,92.0500030518,75.8600006104
2018-02-23,175.5,209.740005493,57.0499992371,44.0,112.589996338,72.1900024414,108.830001831,183.289993286,13.9326925278,1126.79003906,155.520004272,47.7299995422,94.0599975586,245.929992676,50.5,68.3199996948,91.8300018311,66.5,92.4599990845,77.5299987793
2018-02-26,178.970001221,212.149993896,56.5900001526,45.3600006104,114.599998474,73.5299987793,109.489997864,184.929992676,14.0865383148,1143.75,158.580001831,49.1100006104,95.4199981689,246.580001831,51.1699981689,67.2699966431,92.5199966431,66.7300033569,93.3099975586,78.8399963379
2018-02-27,178.38999939,208.820007324,55.8300018311,45.0400009155,113.61000061,73.0899963379,106.940002441,181.460006714,13.9423074722,1118.29003906,156.550003052,49.9099998474,94.1999969482,246.059997559,50.7299995422,66.75,92.1200027466,66.9100036621,92.7699966431,77.5
2018-02-28,178.119995117,209.130004883,54.3100013733,44.7799987793,111.919998169,71.0599975586,101.419998169,178.320007324,13.5673074722,1104.72998047,155.830001831,49.2900009155,93.7699966431,242.0,50.6699981689,65.5999984741,90.3700027466,65.6399993896,90.4199981689,75.7399978638
2018-03-01,175.0,206.029998779,53.8800010681,43.7999992371,112.040000916,69.5800018311,101.180000305,175.940002441,13.4807691574,1069.52001953,153.809997559,47.8400001526,92.8499984741,232.210006714,49.7099990845,65.6299972534,90.8700027466,65.2200012207,90.8199996948,75.1999969482
2018-03-02,176.210006714,209.789993286,54.0600013733,44.0600013733,111.63999939,69.3600006104,101.449996948,176.619995117,13.5769233704,1078.92004395,154.490005493,48.9799995422,93.0500030518,236.539993286,50.3199996948,65.6399993896,91.3700027466,65.4700012207,92.1999969482,75.5500030518
2018-03-05,176.820007324,211.160003662,53.9900016785,44.5200004578,113.150001526,70.1500015259,101.809997559,180.399993896,13.8653850555,1090.93005371,156.949996948,49.75,93.6399993896,235.649993896,51.2900009155,65.9199981689,93.0599975586,66.1600036621,91.5599975586,76.2699966431
2018-03-06,176.669998169,212.009994507,54.0600013733,44.2900009155,113.650001526,70.4700012207,101.010002136,179.779998779,14.0769233704,1095.06005859,155.720001221,50.7099990845,93.3199996948,242.160003662,51.5,65.6600036621,93.9300003052,66.6299972534,91.7200012207,76.1800003052
2018-03-07,175.029998779,216.86000061,54.0699996948,44.2000007629,113.839996338,69.5899963379,100.870002747,183.710006714,13.9519233704,1109.64001465,158.320007324,51.3199996948,93.8600006104,241.839996338,51.7200012207,65.1900024414,94.2200012207,66.2300033569,92.0400009155,74.2600021362
2018-03-08,176.940002441,216.399993896,53.5699996948,44.3400001526,113.349998474,70.2099990845,100.589996338,182.339996338,13.9615383148,1126.0,156.210006714,50.7400016785,94.4300003052,241.179992676,52.1300010681,62.9599990845,95.1900024414,66.7399978638,93.3099975586,74.1200027466
2018-03-09,179.979995728,221.11000061,55.0600013733,45.3699989319,117.220001221,72.2699966431,102.800003052,185.229995728,14.3653850555,1160.04003906,159.309997559,52.1899986267,96.5400009155,245.330001831,52.9700012207,63.6699981689,95.9100036621,68.7799987793,94.3199996948,74.5599975586
2018-03-12,181.720001221,220.940002441,54.7400016785,45.5499992371,116.790000916,71.4199981689,100.650001526,184.759994507,14.5192308426,1164.5,160.259994507,51.5200004578,96.7699966431,249.759994507,52.9000015259,63.8899993896,94.9899978638,68.0899963379,92.6900024414,75.2399978638
2018-03-13,179.970001221,219.759994507,53.9599990845,45.1599998474,116.459999084,71.2300033569,100.050003052,181.880004883,13.875,1138.17004395,159.320007324,51.7799987793,94.4100036621,247.710006714,52.5800018311,64.1999969482,94.5500030518,67.1399993896,93.4899978638,74.5299987793
2018-03-14,178.440002441,218.440002441,53.9599990845,45.2799987793,115.129997253,70.7399978638,99.8899993896,184.190002441,13.721154213,1149.48999023,158.119995117,51.8600006104,93.8499984741,248.740005493,52.3199996948,64.0400009155,94.2099990845,66.4300003052,92.6600036621,73.5999984741
2018-03-15,178.649993896,218.869995117,54.0299987793,45.3300018311,115.580001831,70.9300003052,98.6500015259,183.86000061,13.8076925278,1149.57995605,159.61000061,50.8800010681,94.1800003052,249.339996338,52.3699989319,63.9099998474,94.4599990845,65.3499984741,92.3300018311,74.4199981689
2018-03-16,178.020004272,225.550003052,54.9300003052,45.0099983215,115.400001526,72.3799972534,100.449996948,185.089996338,13.7596149445,1135.72998047,160.259994507,51.1699981689,94.5999984741,250.479995728,52.2700004578,64.4499969482,95.7900009155,66.0999984741,93.7900009155,75.1200027466
2018-03-19,175.300003052,222.179992676,53.5699996948,44.2700004578,113.88999939,70.7300033569,98.4700012207,172.559997559,13.528845787,1099.81994629,157.350006104,50.8300018311,92.8899993896,241.0,51.9500007629,63.6500015259,94.4000015259,64.6999969482,92.9400024414,74.1500015259
2018-03-20,175.240005493,229.75,54.7000007629,44.3699989319,114.5,70.5500030518,101.330001831,168.149993896,13.1153850555,1097.70996094,156.199996948,51.5499992371,93.1299972534,249.580001831,47.0499992371,63.9099998474,95.0999984741,65.5599975586,94.4700012207,73.9899978638
2018-03-21,171.270004272,226.850006104,57.0400009155,44.3100013733,117.040000916,71.1500015259,104.779998779,169.38999939,13.346154213,1090.88000488,156.690002441,51.5600013733,92.4800033569,248.559997559,47.0200004578,66.0400009155,96.1500015259,67.7399978638,95.4499969482,75.0400009155
2018-03-22,168.850006104,220.520004272,56.5,43.0699996948,113.699996948,68.7699966431,104.290000916,164.88999939,12.8365383148,1049.07995605,152.089996338,50.8300018311,89.7900009155,241.850006104,45.8899993896,65.1800003052,94.6999969482,65.5199966431,93.0400009155,73.5
2018-03-23,164.940002441,215.020004272,57.7400016785,42.4199981689,112.980003357,67.3600006104,105.86000061,159.38999939,12.5673074722,1021.57000732,148.88999939,49.3600006104,87.1800003052,232.970001221,44.7900009155,65.4899978638,93.3899993896,64.1399993896,91.2200012207,72.8899993896
2018-03-26,172.770004272,228.910003662,59.0800018311,44.0600013733,115.349998474,69.5100021362,107.569999695,160.059997559,12.3942308426,1053.20996094,153.369995117,52.4799995422,93.7799987793,244.479995728,46.4799995422,67.1999969482,96.0,64.4599990845,94.25,74.0
2018-03-27,168.339996338,213.800003052,59.1399993896,42.6800003052,114.660003662,67.9199981689,106.330001831,152.220001221,12.9230766296,1005.09997559,151.910003662,51.1899986267,89.4700012207,225.520004272,45.3800010681,65.8199996948,95.7099990845,64.4800033569,92.2699966431,73.6999969482
2018-03-28,166.479995728,212.539993286,58.7299995422,41.6599998474,112.099998474,67.3000030518,103.819999695,153.029998779,13.153845787,1004.55999756,152.520004272,49.5999984741,89.3899993896,221.350006104,44.9799995422,63.1500015259,94.3300018311,63.2099990845,90.2799987793,72.8099975586
2018-03-29,167.779998779,216.080001831,59.2900009155,42.8899993896,114.040000916,68.3000030518,105.269996643,159.789993286,12.9615383148,1031.79003906,153.429992676,52.0800018311,91.2699966431,231.589996338,45.75,64.9599990845,95.9199981689,64.7799987793,92.7699966431,74.6100006104
2018-04-02,166.679992676,212.279998779,58.0900001526,41.0099983215,112.239997864,66.2799987793,102.930000305,155.38999939,12.6153850555,1006.4699707,150.070007324,48.9199981689,88.5199966431,221.050003052,45.0099983215,64.6699981689,94.9499969482,63.4799995422,91.5599975586,73.2200012207
2018-04-03,168.38999939,215.929992676,60.0299987793,41.3800010681,114.830001831,67.8499984741,105.069999695,156.11000061,12.625,1013.40997314,149.850006104,49.75,89.7099990845,225.350006104,44.8899993896,66.6299972534,96.1800003052,64.7900009155,92.6999969482,75.0199966431
2018-04-04,171.61000061,225.050003052,59.5600013733,41.2000007629,114.480003357,68.1299972534,104.169998169,155.100006104,12.7692308426,1025.14001465,154.119995117,49.9900016785,92.3300018311,226.240005493,45.5099983215,66.6200027466,95.9899978638,64.8099975586,93.3499984741,74.8700027466
2018-04-05,172.800003052,223.539993286,60.4599990845,41.8199996948,117.290000916,68.4100036621,104.379997253,159.339996338,12.9134616852,1027.81005859,154.029998779,50.3800010681,92.3799972534,221.380004883,45.9599990845,67.7699966431,97.7699966431,65.7699966431,95.8600006104,76.0199966431
2018-04-06,168.380004883,218.61000061,59.2599983215,40.7299995422,114.760002136,66.3099975586,101.930000305,157.199996948,12.5576925278,1007.03997803,150.570007324,48.7900009155,90.2300033569,214.25,44.8300018311,67.5299987793,96.9700012207,64.3600006104,95.1800003052,74.8700027466
2018-04-09,170.050003052,219.169998169,60.6199989319,41.1699981689,115.980003357,66.1900024414,103.379997253,157.929992676,12.3365383148,1015.45001221,152.690002441,49.5499992371,90.7699966431,215.410003662,44.9000015259,68.9300003052,97.7399978638,64.2600021362,96.0100021362,74.8700027466
2018-04-10,173.25,224.529998779,62.3400001526,42.5099983215,118.849998474,67.5599975586,107.660003662,165.039993286,12.5480766296,1031.64001465,155.38999939,51.2700004578,92.8799972534,227.910003662,45.8199996948,70.5100021362,100.25,66.7099990845,98.8899993896,77.0699996948
2018-04-11,172.440002441,223.630004883,63.2299995422,42.4300003052,119.25,67.0800018311,109.400001526,166.320007324,12.471154213,1019.9699707,155.36000061,51.0999984741,91.8600006104,226.240005493,45.6100006104,71.6800003052,102.550003052,67.5500030518,100.309997559,77.4300003052
2018-04-12,174.13999939,226.960006714,63.2400016785,43.3400001526,119.230003357,68.1999969482,109.980003357,163.869995117,12.6730766296,1032.51000977,158.070007324,52.7200012207,93.5800018311,234.600006104,45.8800010681,71.7799987793,102.629997253,67.5599975586,100.529998779,77.2200012207
2018-04-13,174.729995728,224.059997559,64.9000015259,43.0,119.919998169,68.4199981689,111.019996643,164.520004272,12.971154213,1029.27001953,156.710006714,51.8600006104,93.0800018311,231.5,46.0800018311,73.6299972534,103.739997864,67.9499969482,101.830001831,77.8399963379
2018-04-16,175.820007324,226.520004272,65.7300033569,43.2999992371,120.699996948,68.8099975586,111.019996643,164.830001831,12.8173074722,1037.97998047,157.88999939,52.4000015259,94.1699981689,231.490005493,46.0499992371,74.9100036621,106.819999695,68.5199966431,105.489997864,78.5400009155
2018-04-17,178.240005493,231.160003662,66.5100021362,44.5900001526,121.459999084,69.3899993896,111.150001526,168.660003662,13.2596149445,1074.16003418,160.910003662,53.5400009155,96.0699996948,237.539993286,46.6599998474,75.2200012207,107.86000061,68.6600036621,106.690002441,78.3300018311
2018-04-18,177.839996338,231.100006104,66.4199981689,44.6300010681,123.819999695,70.6200027466,112.849998474,166.36000061,13.1346149445,1072.07995605,148.789993286,53.6100006104,96.4400024414,236.369995117,47.0800018311,75.9199981689,108.88999939,70.3399963379,107.540000916,79.2200012207
2018-04-19,172.800003052,227.619995117,66.3099975586,44.5600013733,123.709999084,70.6699981689,114.040000916,168.100006104,13.4519233704,1087.69995117,147.699996948,52.2200012207,96.1100006104,229.039993286,46.8199996948,75.9899978638,110.63999939,70.2799987793,108.199996948,79.4199981689
2018-04-20,165.720001221,225.240005493,65.7900009155,44.0900001526,122.309997559,70.1999969482,113.970001221,166.279998779,13.9807691574,1072.95996094,144.899993896,51.5299987793,95.0,228.710006714,46.2299995422,76.4700012207,110.989997864,69.2300033569,108.550003052,79.0
2018-04-23,165.240005493,225.300003052,65.4800033569,44.25,123.580001831,69.9000015259,114.839996338,165.839996338,13.9615383148,1067.44995117,145.86000061,51.0999984741,95.3499984741,223.880004883,45.7999992371,77.2399978638,111.449996948,68.9100036621,109.260002136,79.5699996948
2018-04-24,162.940002441,217.88999939,65.3099975586,43.7400016785,122.540000916,68.3000030518,114.589996338,159.690002441,14.1153850555,1019.97998047,145.559997559,51.4500007629,93.1200027466,221.199996948,45.5299987793,77.3399963379,109.230003357,68.2799987793,108.290000916,78.3499984741
2018-04-25,163.649993896,217.320007324,65.0599975586,43.7099990845,122.720001221,68.7099990845,115.400001526,159.690002441,13.5096149445,1021.17999268,145.940002441,51.3800010681,92.3099975586,216.660003662,45.75,77.3600006104,109.790000916,69.0999984741,108.680000305,79.5
2018-04-26,164.220001221,221.910003662,66.9700012207,44.2099990845,124.220001221,67.4899978638,117.620002747,174.160003662,13.8269233704,1040.04003906,146.720001221,53.0499992371,94.2600021362,225.220001221,45.9599990845,77.5999984741,112.519996643,69.4700012207,111.540000916,80.8600006104
2018-04-27,162.320007324,221.899993896,64.9499969482,44.7099990845,126.620002747,67.8199996948,116.790000916,173.589996338,13.8269233704,1030.05004883,146.479995728,52.7299995422,95.8199996948,226.330001831,45.5299987793,77.0400009155,111.339996338,69.0800018311,109.779998779,77.7900009155
2018-04-30,165.259994507,221.600006104,65.5,44.2900009155,125.11000061,66.4100036621,118.169998169,172.0,13.528845787,1017.33001709,144.960006714,51.6199989319,93.5199966431,224.899993896,45.6699981689,77.2600021362,111.309997559,68.5599975586,110.930000305,77.75
2018-05-01,169.100006104,224.080001831,65.7099990845,44.8300018311,124.86000061,68.9800033569,117.559997559,173.86000061,13.5096149445,1037.31005859,145.0,53.3300018311,95.0,227.13999939,45.9500007629,76.5800018311,111.849998474,68.4000015259,110.720001221,76.9499969482
2018-05-02,176.570007324,221.100006104,65.4499969482,43.8600006104,125.489997864,67.5999984741,116.650001526,176.070007324,13.6346149445,1024.38000488,142.449996948,52.3100013733,93.5100021362,226.309997559,45.5099983215,76.8300018311,114.519996643,68.6600036621,112.25,76.8000030518
2018-05-03,176.88999939,226.050003052,65.9899978638,44.4399986267,126.010002136,67.4199981689,116.010002136,174.020004272,13.3942308426,1023.7199707,141.990005493,52.2799987793,94.0699996948,232.990005493,45.0600013733,77.2900009155,115.589996338,67.7200012207,113.370002747,76.5400009155
2018-05-04,183.830001831,228.509994507,66.8600006104,45.2999992371,125.529998779,68.4199981689,114.660003662,176.61000061,13.5576925278,1048.20996094,143.910003662,52.7799987793,95.1600036621,239.059997559,45.7099990845,77.7099990845,115.61000061,68.7900009155,113.38999939,76.9000015259
2018-05-07,185.160003662,230.990005493,66.7699966431,45.7299995422,124.940002441,69.3000030518,113.88999939,177.970001221,13.528845787,1054.79003906,143.220001221,53.3300018311,96.2200012207,248.679992676,46.0699996948,77.2799987793,115.410003662,69.2099990845,113.669998169,77.7399978638
2018-05-08,186.050003052,234.559997559,67.7399978638,45.7099990845,126.569999695,69.7600021362,115.290000916,178.919998169,13.721154213,1053.91003418,143.0,53.6300010681,95.8099975586,250.399993896,45.9399986267,78.1999969482,116.25,69.5400009155,113.190002441,78.0899963379
